정류장명,정류장번호,노선,기종점,일자,이용자유형,04(승차),04(하차),05(승차),05(하차),06(승차),06(하차),07(승차),07(하차),08(승차),08(하차),09(승차),09(하차),10(승차),10(하차),11(승차),11(하차),12(승차),12(하차),13(승차),13(하차),14(승차),14(하차),15(승차),15(하차),16(승차),16(하차),17(승차),17(하차),18(승차),18(하차),19(승차),19(하차),20(승차),20(하차),21(승차),21(하차),22(승차),22(하차),23(승차),23(하차),00(승차),00(하차),01(승차),01(하차),02(승차),02(하차),03(승차),03(하차),Unnamed: 54
인하대후문,37167,13,신흥교통 - 신흥교통,2023-01,일반인,0,0,38,35,30,22,37,7,23,146,42,82,31,54,37,66,66,70,75,70,66,80,127,63,124,88,87,80,115,122,107,97,82,43,76,28,95,29,62,33,0,0,0,0,0,0,0,0,
인하대후문,37167,13,신흥교통 - 신흥교통,2023-01,어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,2,1,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인하대후문,37167,13,신흥교통 - 신흥교통,2023-01,청소년,0,0,2,0,0,0,0,0,0,7,0,3,0,3,2,3,3,13,3,5,3,11,11,14,12,14,7,11,11,11,26,6,7,9,10,5,13,1,7,0,0,0,0,0,0,0,0,0,
인하대후문,37167,13,신흥교통 - 신흥교통,2023-01,경로,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,6,1,0,1,2,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
인하대후문,37167,13,신흥교통 - 신흥교통,2023-01,장애인,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
인하대후문,37167,13,신흥교통 - 신흥교통,2023-01,국가유공자,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
인하대후문,37167,27,항동7가버스차고지 - 항동7가버스차고지,2023-01,일반인,0,0,11,13,66,35,80,53,56,279,35,222,33,160,52,144,48,200,79,207,71,142,87,192,96,198,147,241,137,299,99,222,119,183,105,187,83,131,76,67,0,0,0,0,0,0,0,0,
인하대후문,37167,27,항동7가버스차고지 - 항동7가버스차고지,2023-01,어린이,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,5,9,5,6,7,9,4,21,4,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
인하대후문,37167,27,항동7가버스차고지 - 항동7가버스차고지,2023-01,청소년,0,0,0,0,1,0,0,0,0,9,0,4,0,11,3,21,3,25,15,23,8,14,21,28,41,24,53,40,22,23,22,18,31,15,18,9,27,6,6,0,0,0,0,0,0,0,0,0,
인하대후문,37167,27,항동7가버스차고지 - 항동7가버스차고지,2023-01,경로,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,3,1,4,2,0,3,2,0,3,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
인하대후문,37167,27,항동7가버스차고지 - 항동7가버스차고지,2023-01,장애인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
